name,parent,material_design,mass_estimate_g,uncertainty_fraction,method,volume_mm3,center_mm,watertight,measured,material_verified_by_procurement
S288_left_knee_DIRECT_CASE_1_1_M2x5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.2211354542254642,0.25,Simplified fastener envelope x steel density 7.85,28.170121557383975,"[-87.22528208833475, 39.51136036432553, 51.76729840447716]",True,,False
S288_left_knee_DIRECT_CASE_1_1_M2x5_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.0356710245847803,0.25,Simplified fastener envelope x steel density 7.85,4.544079564940167,"[-87.22528222697026, 38.66095518937927, 51.84169995595433]",True,,False
S288_left_knee_DIRECT_CASE_1_2_M2x5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.2211354599267975,0.25,Simplified fastener envelope x steel density 7.85,28.170122283668473,"[-86.1363297426584, 42.47313721550339, 85.62054301354097]",True,,False
S288_left_knee_DIRECT_CASE_1_2_M2x5_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035671021338414835,0.25,Simplified fastener envelope x steel density 7.85,4.544079151390425,"[-86.13633039319798, 41.62273295084074, 85.6949437426149]",True,,False
S288_left_knee_DIRECT_CASE_1_3_M2x5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113555245607236,0.25,Simplified fastener envelope x steel density 7.85,28.170134070837246,"[-72.8737252044682, 40.127846551525025, 58.81377155858509]",True,,False
S288_left_knee_DIRECT_CASE_1_3_M2x5_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670994316109,0.25,Simplified fastener envelope x steel density 7.85,4.544075709058471,"[-72.873725862014, 39.27744186167437, 58.88817257396034]",True,,False
S288_left_knee_DISC_-1,CTRL_left_knee,"OEM S288 output disk, included in actuator mass",0,0,Included in corresponding case whole-unit mass,420.28181153349277,"[-83.36515388211915, 63.215147036972965, 59.996677080512896]",True,False,False
S288_left_knee_DISC_1,CTRL_left_knee,"OEM S288 output disk, included in actuator mass",0,0,Included in corresponding case whole-unit mass,420.28188078889144,"[-83.365154849856, 40.3026674097977, 62.00126193412161]",True,False,False
S288_left_knee_OUT_1_M2x5_0,CTRL_left_knee,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113552659176886,0.35,Simplified fastener envelope x steel density 7.85,28.170130776021512,"[-78.12647275412525, 36.88921510322625, 61.95403889872497]",True,False,False
S288_left_knee_OUT_1_M2x5_1,CTRL_left_knee,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113547835877712,0.35,Simplified fastener envelope x steel density 7.85,28.17012463169135,"[-81.04419913380192, 36.50881848256521, 57.606088481695565]",True,False,False
S288_left_knee_OUT_1_M2x5_2,CTRL_left_knee,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113549710452776,0.35,Simplified fastener envelope x steel density 7.85,28.170127019685065,"[-86.28288105842151, 36.53884813215414, 57.94932287685441]",True,False,False
S288_left_knee_OUT_1_M2x5_3,CTRL_left_knee,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113547187000265,0.35,Simplified fastener envelope x steel density 7.85,28.17012380509588,"[-88.60383729050167, 36.94927353073655, 62.64050765596794]",True,False,False
S288_left_knee_OUT_1_M2x5_4,CTRL_left_knee,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113548593032042,0.35,Simplified fastener envelope x steel density 7.85,28.17012559621916,"[-85.68611025102514, 37.32967038396124, 66.9884583820876]",True,False,False
S288_left_knee_OUT_1_M2x5_5,CTRL_left_knee,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113547793056604,0.35,Simplified fastener envelope x steel density 7.85,28.17012457714217,"[-80.4474287550836, 37.29964067667478, 66.64522396828487]",True,False,False
S288_left_knee_OUT_1_WASHER_0,CTRL_left_knee,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670983839631666,0.35,Simplified fastener envelope x steel density 7.85,4.544074374475372,"[-78.12647262567849, 36.03881032904024, 62.02843967485233]",True,False,False
S288_left_knee_OUT_1_WASHER_1,CTRL_left_knee,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670978208512255,0.35,Simplified fastener envelope x steel density 7.85,4.544073657135319,"[-81.04419917052233, 35.65841352445454, 57.68048974128862]",True,False,False
S288_left_knee_OUT_1_WASHER_2,CTRL_left_knee,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567097934096303,0.35,Simplified fastener envelope x steel density 7.85,4.544073801396564,"[-86.2828813566858, 35.68844284066494, 58.02372349392948]",True,False,False
S288_left_knee_OUT_1_WASHER_3,CTRL_left_knee,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670998393230645,0.35,Simplified fastener envelope x steel density 7.85,4.544076228437025,"[-88.60383698952653, 36.098869018062054, 62.71490927522578]",True,False,False
S288_left_knee_OUT_1_WASHER_4,CTRL_left_knee,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567100442098208,0.35,Simplified fastener envelope x steel density 7.85,4.54407699630345,"[-85.68611080530911, 36.47926550635182, 67.06285928755972]",True,False,False
S288_left_knee_OUT_1_WASHER_5,CTRL_left_knee,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567100660044067,0.35,Simplified fastener envelope x steel density 7.85,4.544077273941487,"[-80.44742901794085, 36.44923620048986, 66.71962491248459]",True,False,False
S288_neck_pitch_CASE,BODY_neck,"OEM S288 mixed assembly; case plus motor, gears, circuit and both disks",19.5,0.05,Official whole-actuator mass,14385.433031761118,"[23.235134797318658, -0.6686645993301775, 157.19990586148276]",True,False,False
S288_neck_pitch_DIRECT_CASE_-1_0_M2x5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113573386877297,0.25,Simplified fastener envelope x steel density 7.85,28.170157180735412,"[25.822089105149093, -14.396338634662852, 173.48275122890377]",True,,False
S288_neck_pitch_DIRECT_CASE_-1_0_M2x5_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567100827477809,0.25,Simplified fastener envelope x steel density 7.85,4.544077487232879,"[25.82208987227233, -15.249992878342681, 173.48275195391105]",True,,False
S288_neck_pitch_DIRECT_CASE_-1_1_M2x5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113568759023408,0.25,Simplified fastener envelope x steel density 7.85,28.17015128538014,"[10.787006168220147, -14.396340557322894, 168.01042956906417]",True,,False
S288_neck_pitch_DIRECT_CASE_-1_1_M2x5_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035671034593182036,0.25,Simplified fastener envelope x steel density 7.85,4.544080839895801,"[10.787005587770327, -15.249994693920794, 168.01042980875656]",True,,False
S288_neck_pitch_DIRECT_CASE_1_0_M2x5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.2211353672686737,0.25,Simplified fastener envelope x steel density 7.85,28.17011048008582,"[25.822088667897997, 11.396353811615752, 173.48274461667287]",True,,False
S288_neck_pitch_DIRECT_CASE_1_0_M2x5_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567095304987793,0.25,Simplified fastener envelope x steel density 7.85,4.54407045221375,"[25.822088201099124, 12.250007127059197, 173.48274557235783]",True,,False
S288_neck_pitch_DIRECT_CASE_1_1_M2x5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113537447961873,0.25,Simplified fastener envelope x steel density 7.85,28.170111398677545,"[10.787005735674123, 11.396352689857464, 168.01042327293476]",True,,False
S288_neck_pitch_DIRECT_CASE_1_1_M2x5_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670955095335834,0.25,Simplified fastener envelope x steel density 7.85,4.544070712781635,"[10.787005664232497, 12.250005290462848, 168.01042264169155]",True,,False
S288_neck_pitch_DISC_-1,AXIS_neck_pitch,"OEM S288 output disk, included in actuator mass",0,0,Included in corresponding case whole-unit mass,420.2818644324657,"[25.999999923746394, -11.499999055963126, 149.60350234556057]",True,False,False
S288_neck_pitch_DISC_1,AXIS_neck_pitch,"OEM S288 output disk, included in actuator mass",0,0,Included in corresponding case whole-unit mass,420.28185415236436,"[25.999999900762536, 11.500000917766576, 149.60349841399116]",True,False,False
S288_neck_pitch_OUT_-1_M2x5_0,AXIS_neck_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.2211354072327607,0.35,Simplified fastener envelope x steel density 7.85,28.17011557105232,"[22.625364966568767, -14.896347308318001, 145.5817700933288]",True,False,False
S288_neck_pitch_OUT_-1_M2x5_1,AXIS_neck_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113538516745485,0.35,Simplified fastener envelope x steel density 7.85,28.170112760185333,"[27.795605654716404, -14.896346627894538, 144.67011771671676]",True,False,False
S288_neck_pitch_OUT_-1_M2x5_2,AXIS_neck_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.2211353674918439,0.35,Simplified fastener envelope x steel density 7.85,28.170110508515148,"[31.170241499048128, -14.896345859677535, 148.69185052005764]",True,False,False
S288_neck_pitch_OUT_-1_M2x5_3,AXIS_neck_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113567648612717,0.35,Simplified fastener envelope x steel density 7.85,28.170149870844227,"[29.37463591815256, -14.896344031220263, 153.6252371997064]",True,False,False
S288_neck_pitch_OUT_-1_M2x5_4,AXIS_neck_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113560886170597,0.35,Simplified fastener envelope x steel density 7.85,28.170141256268277,"[24.204394727085763, -14.896343120423833, 154.5368909628336]",True,False,False
S288_neck_pitch_OUT_-1_M2x5_5,AXIS_neck_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113557285975052,0.35,Simplified fastener envelope x steel density 7.85,28.170136670031912,"[20.829759085127534, -14.896346469127462, 150.51515808267044]",True,False,False
S288_neck_pitch_OUT_-1_WASHER_0,AXIS_neck_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567093662420341,0.35,Simplified fastener envelope x steel density 7.85,4.544068359771136,"[22.625365169460874, -15.750000111538524, 145.58177174274766]",True,False,False
S288_neck_pitch_OUT_-1_WASHER_1,AXIS_neck_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670932698856864,0.35,Simplified fastener envelope x steel density 7.85,4.544067859726989,"[27.795605969303534, -15.750000180089003, 144.67011728648203]",True,False,False
S288_neck_pitch_OUT_-1_WASHER_2,AXIS_neck_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670953338536524,0.35,Simplified fastener envelope x steel density 7.85,4.544070488985544,"[31.17024100356693, -15.749999265519902, 148.69185211277198]",True,False,False
S288_neck_pitch_OUT_-1_WASHER_3,AXIS_neck_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567102471629438,0.35,Simplified fastener envelope x steel density 7.85,4.544079581693552,"[29.3746359324965, -15.749997873550106, 153.6252382702805]",True,False,False
S288_neck_pitch_OUT_-1_WASHER_4,AXIS_neck_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.0356710075959755,0.35,Simplified fastener envelope x steel density 7.85,4.544077400761211,"[24.204394930109792, -15.749997746269857, 154.5368902660948]",True,False,False
S288_neck_pitch_OUT_-1_WASHER_5,AXIS_neck_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035671004283827336,0.35,Simplified fastener envelope x steel density 7.85,4.544076978831508,"[20.829758724764847, -15.749998839178081, 150.51515767943783]",True,False,False
S288_neck_pitch_OUT_1_M2x5_0,AXIS_neck_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113566683026117,0.35,Simplified fastener envelope x steel density 7.85,28.170148640797606,"[22.625364095579442, 14.896345844475293, 145.58176350914525]",True,False,False
S288_neck_pitch_OUT_1_M2x5_1,AXIS_neck_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113560534255036,0.35,Simplified fastener envelope x steel density 7.85,28.1701408079682,"[27.795605252023858, 14.896344918227129, 144.6701097283917]",True,False,False
S288_neck_pitch_OUT_1_M2x5_2,AXIS_neck_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113560821224656,0.35,Simplified fastener envelope x steel density 7.85,28.170141173534592,"[31.17024107433888, 14.89634828951308, 148.69184248763216]",True,False,False
S288_neck_pitch_OUT_1_M2x5_3,AXIS_neck_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113540484369598,0.35,Simplified fastener envelope x steel density 7.85,28.170115266712866,"[29.374635041685007, 14.89634920503258, 153.6252306431402]",True,False,False
S288_neck_pitch_OUT_1_M2x5_4,AXIS_neck_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.2211353869821932,0.35,Simplified fastener envelope x steel density 7.85,28.170112991362192,"[24.204394322403385, 14.896348443560798, 154.53688301673694]",True,False,False
S288_neck_pitch_OUT_1_M2x5_5,AXIS_neck_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113537571819367,0.35,Simplified fastener envelope x steel density 7.85,28.170111556457794,"[20.82975855711659, 14.896347664691985, 150.51515009734575]",True,False,False
S288_neck_pitch_OUT_1_WASHER_0,AXIS_neck_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035671024559797926,0.35,Simplified fastener envelope x steel density 7.85,4.544079561757698,"[22.625364060463795, 15.749999766956229, 145.58176246278248]",True,False,False
S288_neck_pitch_OUT_1_WASHER_1,AXIS_neck_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567100764813039,0.35,Simplified fastener envelope x steel density 7.85,4.544077407405145,"[27.79560508288952, 15.749999618204313, 144.67011045889012]",True,False,False
S288_neck_pitch_OUT_1_WASHER_2,AXIS_neck_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567101434802822,0.35,Simplified fastener envelope x steel density 7.85,4.544078260895314,"[31.170241338594977, 15.750000758039196, 148.69184415125264]",True,False,False
S288_neck_pitch_OUT_1_WASHER_3,AXIS_neck_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567093748832621,0.35,Simplified fastener envelope x steel density 7.85,4.5440684698504725,"[29.37463481004024, 15.750002011451521, 153.62522900649302]",True,False,False
S288_neck_pitch_OUT_1_WASHER_4,AXIS_neck_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670935204695726,0.35,Simplified fastener envelope x steel density 7.85,4.544068178942131,"[24.204393956938638, 15.750002070149135, 154.53688348082574]",True,False,False
S288_neck_pitch_OUT_1_WASHER_5,AXIS_neck_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567094556752867,0.35,Simplified fastener envelope x steel density 7.85,4.544069499048239,"[20.829758640199334, 15.750001106882797, 150.51514965055924]",True,False,False
S288_right_ankle_16x22x4_BEARING,BODY_leg_2,Steel estimate; hardware grade not verified,5.606779030362088,0.35,CAD volume x assumed solid density; not sliced or weighed,714.2393669251069,"[-64.98384525270473, -27.348230508045948, 25.226272163527593]",True,False,False
S288_right_ankle_CASE,BODY_leg_2,"OEM S288 mixed assembly; case plus motor, gears, circuit and both disks",19.5,0.05,Official whole-actuator mass,14385.431450080643,"[-68.52177704256107, -43.453964307453276, 31.11359921714586]",True,False,False
S288_right_ankle_DIRECT_CASE_-1_0_M2x5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113549688412157,0.25,Simplified fastener envelope x steel density 7.85,28.170126991607845,"[-82.02413669291452, -30.60309598667346, 41.734985263952765]",True,,False
S288_right_ankle_DIRECT_CASE_-1_0_M2x5_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567098324253865,0.25,Simplified fastener envelope x steel density 7.85,4.544074298412568,"[-82.02413665270419, -29.752690825120073, 41.80938585773819]",True,,False
S288_right_ankle_DIRECT_CASE_-1_1_M2x5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.2211355135238058,0.25,Simplified fastener envelope x steel density 7.85,28.170129111312843,"[-67.63781281662092, -31.213397624895787, 48.71074442585896]",True,,False
S288_right_ankle_DIRECT_CASE_-1_1_M2x5_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670971951632297,0.25,Simplified fastener envelope x steel density 7.85,4.544072860080547,"[-67.63781207080461, -30.362992249842076, 48.78514550802763]",True,,False
S288_right_ankle_DISC_-1,CTRL_right_ankle,"OEM S288 output disk, included in actuator mass",0,0,Included in corresponding case whole-unit mass,420.28181679658354,"[-64.98384296084649, -32.030348346364136, 24.816647315531963]",True,False,False
S288_right_ankle_DISC_1,CTRL_right_ankle,"OEM S288 output disk, included in actuator mass",0,0,Included in corresponding case whole-unit mass,420.2818592176099,"[-64.98384638910963, -54.942826836218416, 22.81206812053409]",True,False,False
S288_right_ankle_OUT_-1_M2x5_0,CTRL_right_ankle,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113548824343657,0.35,Simplified fastener envelope x steel density 7.85,28.17012589088364,"[-59.746926582070415, -28.614642503104953, 24.743646713979963]",True,False,False
S288_right_ankle_OUT_-1_M2x5_1,CTRL_right_ankle,Steel estimate; exact self-tapping screw grade and supplier not verified,0.2211354383061674,0.35,Simplified fastener envelope x steel density 7.85,28.170119529448073,"[-62.68617810967493, -28.23550694201633, 20.410108357615645]",True,False,False
S288_right_ankle_OUT_-1_M2x5_2,CTRL_right_ankle,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113547018260976,0.35,Simplified fastener envelope x steel density 7.85,28.170123590141372,"[-67.92309402752099, -28.26779089219341, 20.779119553652414]",True,False,False
S288_right_ankle_OUT_-1_M2x5_3,CTRL_right_ankle,Steel estimate; exact self-tapping screw grade and supplier not verified,0.221135497385896,0.35,Simplified fastener envelope x steel density 7.85,28.170127055528155,"[-70.22075812797439, -28.679209248268695, 25.481669219031094]",True,False,False
S288_right_ankle_OUT_-1_M2x5_4,CTRL_right_ankle,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113552534796443,0.35,Simplified fastener envelope x steel density 7.85,28.170130617575087,"[-67.28150651084323, -29.058344511259584, 29.815207730078292]",True,False,False
S288_right_ankle_OUT_-1_M2x5_5,CTRL_right_ankle,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113550677139857,0.35,Simplified fastener envelope x steel density 7.85,28.170128251133576,"[-62.0445905581741, -29.026060800227388, 29.4461965603585]",True,False,False
S288_right_ankle_OUT_-1_WASHER_0,CTRL_right_ankle,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670970143274014,0.35,Simplified fastener envelope x steel density 7.85,4.544072629716434,"[-59.74692660006534, -27.764237347839455, 24.818047813027228]",True,False,False
S288_right_ankle_OUT_-1_WASHER_1,CTRL_right_ankle,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567098874635446,0.35,Simplified fastener envelope x steel density 7.85,4.5440749995356,"[-62.68617783403502, -27.38510182960324, 20.484509047039083]",True,False,False
S288_right_ankle_OUT_-1_WASHER_2,CTRL_right_ankle,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567099412720765,0.35,Simplified fastener envelope x steel density 7.85,4.544075684994605,"[-67.92309413528909, -27.417385291952552, 20.853520481498247]",True,False,False
S288_right_ankle_OUT_-1_WASHER_3,CTRL_right_ankle,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567099883581054,0.35,Simplified fastener envelope x steel density 7.85,4.54407628481663,"[-70.22075785982128, -27.828804096524827, 25.55607033159665]",True,False,False
S288_right_ankle_OUT_-1_WASHER_4,CTRL_right_ankle,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567098644331687,0.35,Simplified fastener envelope x steel density 7.85,4.5440747061550155,"[-67.28150672532584, -28.20793958457145, 29.88960868460814]",True,False,False
S288_right_ankle_OUT_-1_WASHER_5,CTRL_right_ankle,Steel estimate; exact self-tapping screw grade and supplier not verified,0.0356709753862901,0.35,Simplified fastener envelope x steel density 7.85,4.544073297616573,"[-62.04459069309734, -28.17565610766205, 29.520597268630056]",True,False,False
S288_right_ankle_OUT_1_M2x5_0,CTRL_right_ankle,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113546995904168,0.35,Simplified fastener envelope x steel density 7.85,28.17012356166136,"[-59.7469314551689, -58.29396559629668, 22.14704619943622]",True,False,False
S288_right_ankle_OUT_1_M2x5_1,CTRL_right_ankle,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113553216109103,0.35,Simplified fastener envelope x steel density 7.85,28.170131485489303,"[-62.68618301017173, -57.91483062017956, 17.813507663425046]",True,False,False
S288_right_ankle_OUT_1_M2x5_2,CTRL_right_ankle,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113553242595357,0.35,Simplified fastener envelope x steel density 7.85,28.170131519229756,"[-67.92309906926654, -57.94711439995988, 18.182518898634722]",True,False,False
S288_right_ankle_OUT_1_M2x5_3,CTRL_right_ankle,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113551158705413,0.35,Simplified fastener envelope x steel density 7.85,28.170128864592886,"[-70.22076307096094, -58.358532691169664, 22.885068759581085]",True,False,False
S288_right_ankle_OUT_1_M2x5_4,CTRL_right_ankle,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113545819021935,0.35,Simplified fastener envelope x steel density 7.85,28.170122062448325,"[-67.28151144061205, -58.73766827711553, 27.218607041998645]",True,False,False
S288_right_ankle_OUT_1_M2x5_5,CTRL_right_ankle,Steel estimate; exact self-tapping screw grade and supplier not verified,0.2211354602048722,0.35,Simplified fastener envelope x steel density 7.85,28.170122319092002,"[-62.04459555664947, -58.705384146335525, 26.84959585461448]",True,False,False
S288_right_ankle_OUT_1_WASHER_0,CTRL_right_ankle,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567096028434014,0.35,Simplified fastener envelope x steel density 7.85,4.544071373801292,"[-59.74693150447509, -59.144370936859296, 22.072645649618575]",True,False,False
S288_right_ankle_OUT_1_WASHER_1,CTRL_right_ankle,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670988969403974,0.35,Simplified fastener envelope x steel density 7.85,4.5440750279495505,"[-62.68618327790503, -58.76523546843526, 17.739107412573073]",True,False,False
S288_right_ankle_OUT_1_WASHER_2,CTRL_right_ankle,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567099871744563,0.35,Simplified fastener envelope x steel density 7.85,4.544076269738298,"[-67.92309919535424, -58.7975190581282, 18.108118924671494]",True,False,False
S288_right_ankle_OUT_1_WASHER_3,CTRL_right_ankle,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567100539280593,0.35,Simplified fastener envelope x steel density 7.85,4.544077120102666,"[-70.22076319254623, -59.20893784015186, 22.810668388653074]",True,False,False
S288_right_ankle_OUT_1_WASHER_4,CTRL_right_ankle,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567099973501775,0.35,Simplified fastener envelope x steel density 7.85,4.544076399365319,"[-67.28151193149283, -59.588073248364715, 27.144207350387866]",True,False,False
S288_right_ankle_OUT_1_WASHER_5,CTRL_right_ankle,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567097668388304,0.35,Simplified fastener envelope x steel density 7.85,4.544073462915037,"[-62.04459569196501, -59.55578971683176, 26.77519570809479]",True,False,False
S288_right_hip_pitch_CASE,BODY_upper_leg_right,"OEM S288 mixed assembly; case plus motor, gears, circuit and both disks",19.5,0.05,Official whole-actuator mass,14385.430731126246,"[-68.25106336214287, -55.21194344174504, 92.79519118686208]",True,False,False
S288_right_hip_pitch_DIRECT_CASE_1_0_M2x5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113545969620424,0.25,Simplified fastener envelope x steel density 7.85,28.170122254293535,"[-84.71857490346586, -43.26278624237096, 94.64629645620788]",True,,False
S288_right_hip_pitch_DIRECT_CASE_1_0_M2x5_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567098555135815,0.25,Simplified fastener envelope x steel density 7.85,4.544074592529701,"[-84.7185750642095, -42.41238119169095, 94.72069799259866]",True,,False
S288_right_hip_pitch_DIRECT_CASE_1_1_M2x5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.2211354853895734,0.25,Simplified fastener envelope x steel density 7.85,28.170125527334193,"[-57.80940372409201, -44.41870927002405, 107.85842896888704]",True,,False
S288_right_hip_pitch_DIRECT_CASE_1_1_M2x5_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567101809410815,0.25,Simplified fastener envelope x steel density 7.85,4.544078738102949,"[-57.80940358465549, -43.568304340710675, 107.9328303200203]",True,,False
S288_right_hip_pitch_DIRECT_CASE_1_2_M2x5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113552225586955,0.25,Simplified fastener envelope x steel density 7.85,28.17013022367765,"[-77.64518766494815, -42.01196824585598, 80.34935113980939]",True,,False
S288_right_hip_pitch_DIRECT_CASE_1_2_M2x5_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567097760822661,0.25,Simplified fastener envelope x steel density 7.85,4.54407358066581,"[-77.64518737019664, -41.16156316031794, 80.4237515119497]",True,,False
S288_right_hip_pitch_DIRECT_CASE_1_3_M2x5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.2211354803680931,0.25,Simplified fastener envelope x steel density 7.85,28.170124887655174,"[-50.73601686279936, -43.16789073361075, 93.56148379979018]",True,,False
S288_right_hip_pitch_DIRECT_CASE_1_3_M2x5_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.0356709803388664,0.25,Simplified fastener envelope x steel density 7.85,4.544073928518013,"[-50.736016312292165, -42.317486049762024, 93.63588452849599]",True,,False
S288_right_hip_pitch_DISC_-1,AXIS_right_hip_pitch,"OEM S288 output disk, included in actuator mass",0,0,Included in corresponding case whole-unit mass,420.28178685544714,"[-61.00001190213165, -66.31353898661541, 95.41137415929991]",True,False,False
S288_right_hip_pitch_DISC_1,AXIS_right_hip_pitch,"OEM S288 output disk, included in actuator mass",0,0,Included in corresponding case whole-unit mass,420.2817833880383,"[-61.00000278526805, -43.401060703217176, 97.41595779496468]",True,False,False
S288_right_hip_pitch_OUT_1_M2x5_0,AXIS_right_hip_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113546550445892,0.35,Simplified fastener envelope x steel density 7.85,28.17012299419859,"[-56.635443083123974, -39.763342939578095, 94.80534417100444]",True,False,False
S288_right_hip_pitch_OUT_1_M2x5_1,AXIS_right_hip_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.2211355456609046,0.35,Simplified fastener envelope x steel density 7.85,28.170133205210778,"[-56.29089707898143, -40.219924114027165, 100.02409166120259]",True,False,False
S288_right_hip_pitch_OUT_1_M2x5_2,AXIS_right_hip_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113546958855818,0.35,Simplified fastener envelope x steel density 7.85,28.170123514466013,"[-60.65545553906752, -40.474219052175236, 102.93071585301858]",True,False,False
S288_right_hip_pitch_OUT_1_M2x5_3,AXIS_right_hip_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113555648137462,0.35,Simplified fastener envelope x steel density 7.85,28.1701345836146,"[-65.36456030022738, -40.271933090779925, 100.61859254100314]",True,False,False
S288_right_hip_pitch_OUT_1_M2x5_4,AXIS_right_hip_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113549775795374,0.35,Simplified fastener envelope x steel density 7.85,28.170127102924045,"[-65.70910671031521, -39.81535121371728, 95.39984536968461]",True,False,False
S288_right_hip_pitch_OUT_1_M2x5_5,AXIS_right_hip_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113547921389629,0.35,Simplified fastener envelope x steel density 7.85,28.17012474062373,"[-61.344548180737895, -39.56105623313307, 92.49322128749664]",True,False,False
